Order_ID,Customer_ID,Age,Gender,City,Product_Category,Product,Quantity,Unit_Price,Discount,Payment_Method,Order_Date,Rating,Delivery_Days,Returned,Total_Amount
ORD106276,CUST4269,27.0,Male,Delhi,Beauty,Makeup Kit,1,2327.83,15.0,UPI,2026-03-22,4.2,2.0,No,1978.66
ORD111891,CUST6193,27.0,Female,Delhi,Home & Kitchen,Bedsheet,1,1542.53,5.0,UPI,2025-02-23,4.2,4.0,No,1465.41
ORD105438,CUST2849,19.0,Female,Bengaluru,Electronics,Laptop,1,58764.76,10.0,Debit Card,2026-09-13,3.3,3.0,No,52888.29
ORD101744,CUST6245,19.0,Male,Pune,Books,Biography,1,573.59,5.0,UPI,2026-05-31,3.8,5.0,No,544.91
ORD109444,CUST8732,35.0,Male,Hyderabad,Fashion,Handbag,1,1959.9,5.0,Wallet,2025-12-27,5.0,3.0,No,1861.9
ORD112088,CUST6199,24.0,Female,Delhi,Electronics,Smartphone,1,22557.8,10.0,COD,2025-10-06,2.6,4.0,No,20302.02
ORD100903,CUST3995,24.0,Female,Ahmedabad,Electronics,Headphones,1,2565.57,0.0,Net Banking,2026-07-30,4.0,4.0,No,2565.57
ORD100736,CUST6746,41.0,Female,Pune,Beauty,Moisturizer,2,601.52,5.0,UPI,2026-09-01,4.1,4.0,No,1142.88
ORD107624,CUST3171,30.0,Female,Chennai,Electronics,Smartwatch,1,7694.39,10.0,UPI,2026-01-05,4.9,6.0,No,6924.96
ORD108673,CUST1075,20.0,Female,Guntur,Books,Data Science Book,1,1113.87,5.0,Credit Card,2025-01-19,3.9,7.0,No,1058.18
ORD107529,CUST1046,18.0,Female,Warangal,Fashion,Handbag,1,2094.26,20.0,COD,2026-07-13,5.0,5.0,No,1675.41
ORD109728,CUST8893,21.0,Male,Delhi,Fashion,Handbag,1,2266.37,15.0,Wallet,2026-03-20,4.7,3.0,No,1926.42
ORD103462,CUST3337,36.0,Male,Guntur,Beauty,Face Wash,3,551.3,10.0,Wallet,2026-12-24,3.9,5.0,Yes,1488.51
ORD109474,CUST7406,18.0,Male,,Electronics,Smartwatch,1,6364.21,15.0,Debit Card,2026-11-08,5.0,6.0,No,5409.57
ORD112298,CUST8488,19.0,Female,Warangal,Electronics,Smartwatch,1,7474.92,20.0,Debit Card,2026-01-19,3.2,2.0,No,5979.94
ORD103078,CUST6220,23.0,Female,Warangal,Home & Kitchen,Cookware Set,1,2932.03,30.0,Wallet,2025-03-10,5.0,6.0,No,2052.42
ORD108630,CUST2121,45.0,Male,Warangal,Sports,Yoga Mat,1,918.46,10.0,Net Banking,2026-11-14,3.9,7.0,No,826.61
ORD101741,CUST2326,37.0,Male,Visakhapatnam,Electronics,Laptop,3,66250.75,5.0,Net Banking,2025-10-28,3.2,6.0,No,188814.62
ORD110360,CUST5187,26.0,Female,Bengaluru,Beauty,Hair Dryer,1,2471.98,15.0,Net Banking,2026-03-13,3.1,6.0,No,2101.18
ORD112210,CUST7998,31.0,Male,Warangal,Electronics,Smartwatch,1,7797.12,10.0,Net Banking,2025-05-30,2.9,4.0,No,7017.41
ORD106138,CUST5707,22.0,Female,Mumbai,Electronics,Tablet,1,20292.59,20.0,Credit Card,2025-04-12,3.7,3.0,No,16234.07
ORD107666,CUST8480,35.0,Male,Mumbai,Fashion,Handbag,1,2078.42,5.0,Wallet,2025-04-27,4.1,3.0,No,1974.49
ORD102663,CUST5136,38.0,Male,Vijayawada,Fashion,Handbag,1,2441.01,0.0,,2025-02-15,3.8,3.0,No,2441.01
ORD110585,CUST8438,51.0,Female,Vijayawada,Fashion,Shoes,2,2324.87,10.0,Net Banking,2026-03-18,3.7,8.0,No,4184.76
ORD106429,CUST1369,46.0,Female,Vijayawada,Fashion,Shoes,3,2484.13,10.0,Wallet,2025-10-12,3.2,4.0,No,6707.14
ORD105457,CUST6166,37.0,Male,Kolkata,Electronics,Smartwatch,1,6147.26,0.0,COD,2026-09-27,3.8,3.0,No,6147.26
ORD106495,CUST7730,29.0,Male,Chennai,Sports,Cricket Bat,2,2659.53,10.0,Debit Card,2026-07-07,3.8,5.0,No,4787.16
ORD105862,CUST6366,22.0,Male,Warangal,Electronics,Headphones,4,2911.71,5.0,Net Banking,2026-08-29,4.4,2.0,No,11064.48
ORD113655,CUST6932,26.0,Male,,Fashion,Jeans,1,1792.27,25.0,Wallet,2026-05-23,4.3,2.0,No,1344.2
ORD101594,CUST1295,18.0,Male,Guntur,Fashion,T-Shirt,3,905.41,15.0,Net Banking,2025-10-18,4.3,7.0,No,2308.8
ORD103014,CUST8856,35.0,Male,Pune,Beauty,Perfume,1,1709.89,10.0,Net Banking,2026-03-29,2.7,6.0,No,1538.9
ORD114187,CUST3290,47.0,Female,Pune,Fashion,Jacket,3,2782.15,25.0,Wallet,2026-06-05,4.8,1.0,No,6259.83
ORD112957,CUST1965,47.0,Male,Chennai,Fashion,Shoes,1,2443.55,15.0,UPI,2026-07-07,4.0,5.0,No,2077.02
ORD108789,CUST2544,36.0,Male,Ahmedabad,Fashion,Jacket,1,3189.41,15.0,Credit Card,2025-05-20,3.3,,No,2711.0
ORD107309,CUST7869,40.0,Female,Guntur,Electronics,Tablet,2,20312.83,5.0,Credit Card,2025-08-10,4.0,1.0,Yes,38594.37
ORD104342,CUST3200,30.0,Male,Ahmedabad,Electronics,Smartwatch,2,6835.37,10.0,Wallet,2026-05-18,2.9,7.0,No,12303.66
ORD110375,CUST5649,18.0,Male,Visakhapatnam,Beauty,Makeup Kit,1,2243.72,20.0,Debit Card,2026-01-26,4.9,3.0,No,1794.97
ORD106331,CUST6859,28.0,Female,Warangal,Fashion,Jacket,3,3436.73,10.0,Credit Card,2025-05-21,4.5,5.0,No,9279.18
ORD107915,CUST6659,22.0,Male,Kolkata,Books,Programming Book,5,861.39,15.0,Net Banking,2025-12-17,4.1,4.0,No,3660.92
ORD109604,CUST8871,33.0,Female,Bengaluru,Fashion,Jacket,1,3183.6,15.0,Wallet,2026-06-13,3.5,4.0,No,2706.06
ORD105923,CUST2845,40.0,Male,Guntur,Beauty,Perfume,1,1622.45,0.0,COD,2025-01-27,4.0,2.0,No,1622.45
ORD103205,CUST3102,43.0,Female,Delhi,Books,Exam Guide,2,622.81,0.0,,2025-08-14,3.9,6.0,No,1245.61
ORD108078,CUST1249,28.0,Male,Bengaluru,Electronics,Headphones,1,2790.2,0.0,UPI,2026-07-26,4.8,1.0,Yes,2790.2
ORD107918,CUST3528,33.0,Male,Chennai,Electronics,Smartwatch,1,6236.74,25.0,Wallet,2026-01-14,5.0,3.0,No,4677.55
ORD101806,CUST8491,45.0,Female,Visakhapatnam,Beauty,Makeup Kit,1,2337.84,0.0,Wallet,2025-07-28,4.2,5.0,No,2337.84
ORD112106,CUST8129,31.0,Female,Mumbai,Home & Kitchen,Lamp,1,1093.05,0.0,Wallet,2026-02-06,3.4,4.0,No,1093.05
ORD105221,CUST6697,37.0,Female,Warangal,Electronics,Headphones,2,3250.61,5.0,Wallet,2025-02-25,3.6,8.0,No,6176.15
ORD101870,CUST1037,28.0,Male,Warangal,Sports,Football,2,1248.28,20.0,Wallet,2025-12-12,4.2,5.0,Yes,1997.24
ORD105287,CUST5738,31.0,Female,Ahmedabad,Beauty,Face Wash,1,502.91,15.0,Wallet,2026-11-12,2.7,1.0,No,427.47
ORD101689,CUST7890,30.0,Male,Ahmedabad,Home & Kitchen,Bedsheet,1,1693.03,,Net Banking,2025-09-27,5.0,2.0,No,1439.08
ORD111903,CUST1427,18.0,Female,Mumbai,Fashion,Jeans,4,1621.17,25.0,UPI,2025-11-11,3.9,3.0,No,4863.52
ORD100169,CUST4937,29.0,Male,Hyderabad,Fashion,Jacket,2,2902.87,10.0,UPI,2026-06-21,2.9,5.0,No,5225.17
ORD101490,CUST6825,27.0,Male,Hyderabad,Home & Kitchen,Mixer Grinder,1,3764.16,15.0,Net Banking,2025-08-21,3.9,8.0,No,3199.54
ORD109045,CUST1961,34.0,Male,Mumbai,Fashion,Jeans,4,1562.46,5.0,COD,2025-02-21,3.9,1.0,Yes,5937.36
ORD111815,CUST5591,42.0,Other,Hyderabad,Home & Kitchen,Air Fryer,1,5945.71,15.0,Net Banking,2025-04-08,3.6,6.0,No,5053.85
ORD113345,CUST3478,28.0,Female,Vijayawada,Electronics,Laptop,2,52571.18,10.0,Debit Card,2025-04-17,5.0,4.0,No,94628.13
ORD105929,CUST8705,18.0,Female,Chennai,Sports,Dumbbells,3,2680.19,5.0,Credit Card,2025-12-26,3.6,4.0,No,7638.54
ORD114525,CUST7760,27.0,Male,Pune,Books,Biography,2,664.08,20.0,Net Banking,2025-03-12,4.6,6.0,No,1062.53
ORD100435,CUST5172,18.0,Male,Visakhapatnam,Electronics,Laptop,2,59933.53,10.0,,2026-03-24,4.5,5.0,No,107880.36
ORD101035,CUST4282,36.0,Male,,Fashion,T-Shirt,3,1003.29,15.0,Net Banking,2026-02-08,1.5,7.0,No,2558.38
ORD109958,CUST2943,30.0,Male,Kolkata,Electronics,Smartwatch,1,7484.77,15.0,Credit Card,2026-01-14,3.2,6.0,No,6362.05
ORD107976,CUST6229,30.0,Male,Mumbai,Sports,Football,2,1231.32,20.0,UPI,2025-06-08,4.6,4.0,No,1970.12
ORD114653,CUST4430,21.0,Male,Hyderabad,Fashion,Jeans,3,2004.6,25.0,credit card,2026-01-30,2.7,3.0,No,4510.34
ORD112188,CUST6247,,Male,Pune,Electronics,Smartwatch,1,6483.13,10.0,UPI,2026-12-05,3.0,2.0,No,5834.82
ORD104451,CUST1659,30.0,Male,Mumbai,Sports,Running Shoes,4,3962.96,5.0,UPI,2025-04-04,3.1,3.0,No,15059.23
ORD103488,CUST2212,39.0,Male,Mumbai,Beauty,Hair Dryer,3,2469.11,20.0,Net Banking,2026-05-19,3.0,3.0,No,5925.87
ORD114388,CUST6296,40.0,Female,Hyderabad,Fashion,T-Shirt,1,802.68,30.0,Credit Card,2026-11-27,5.0,4.0,No,561.88
ORD107919,CUST4669,23.0,Female,Warangal,Books,Data Science Book,1,1053.36,10.0,Wallet,2026-07-19,4.3,7.0,No,948.02
ORD108460,CUST5257,33.0,Male,Ahmedabad,Home & Kitchen,Mixer Grinder,2,3686.62,10.0,Net Banking,2025-01-18,3.6,2.0,No,6635.91
ORD111718,CUST4013,26.0,Male,Ahmedabad,Beauty,Face Wash,1,460.68,5.0,COD,2025-07-04,2.5,5.0,No,437.65
ORD110109,CUST4140,24.0,Female,Bengaluru,Sports,Football,2,1186.03,10.0,Net Banking,2025-05-26,3.8,5.0,No,2134.86
ORD107812,CUST8732,34.0,Male,Guntur,Home & Kitchen,Lamp,3,1294.73,30.0,Net Banking,2025-08-07,3.6,2.0,No,2718.93
ORD114199,CUST5792,31.0,Male,Visakhapatnam,Books,Exam Guide,1,787.72,10.0,Wallet,2026-06-15,3.7,2.0,No,708.95
ORD113135,CUST6255,32.0,Male,Pune,Electronics,Tablet,1,24939.38,25.0,Debit Card,2025-05-23,4.5,7.0,No,18704.53
ORD105149,CUST3871,27.0,Male,Delhi,Sports,Running Shoes,2,3979.6,15.0,Wallet,2026-05-25,3.6,5.0,Yes,6765.31
ORD103438,CUST6001,36.0,Female,Vijayawada,Fashion,Jacket,1,3186.77,5.0,Debit Card,2025-03-13,4.4,6.0,No,3027.43
ORD108882,CUST8548,31.0,Male,Guntur,Books,Programming Book,2,895.29,10.0,Wallet,2026-11-30,3.7,2.0,No,1611.52
ORD103911,CUST8947,33.0,Female,Hyderabad,Home & Kitchen,Lamp,2,1131.97,15.0,COD,2026-01-29,4.9,3.0,No,1924.35
ORD111011,CUST7696,34.0,Female,Kolkata,Home & Kitchen,Bedsheet,2,1612.66,15.0,COD,2025-01-15,3.8,3.0,No,2741.52
ORD112624,CUST5805,34.0,Female,Warangal,Home & Kitchen,Lamp,4,1103.82,20.0,Wallet,2025-10-18,1.6,9.0,No,3532.23
ORD104878,CUST1700,18.0,Male,Warangal,Beauty,Face Wash,2,513.0,10.0,Credit Card,2025-06-13,2.9,6.0,No,923.4
ORD102151,CUST2438,32.0,Female,Hyderabad,Beauty,Makeup Kit,2,2870.54,15.0,Wallet,2025-08-13,4.1,4.0,No,4879.92
ORD111672,CUST8978,,Female,Delhi,Home & Kitchen,Air Fryer,3,7059.01,0.0,Credit Card,2026-03-17,3.0,2.0,No,21177.03
ORD112527,CUST8663,38.0,Female,Hyderabad,Beauty,Perfume,1,2022.94,15.0,Wallet,2026-03-26,4.3,3.0,No,1719.5
ORD112440,CUST1729,29.0,Male,Guntur,Fashion,Shoes,1,2535.69,15.0,Wallet,2026-11-02,3.6,4.0,Yes,2155.34
ORD110958,CUST1844,39.0,male,Guntur,Home & Kitchen,Bedsheet,1,1466.23,5.0,Wallet,2026-10-17,4.4,2.0,Yes,1392.92
ORD100915,CUST6874,,Male,Guntur,Books,Data Science Book,1,1299.38,20.0,Credit Card,2026-02-22,,4.0,No,1039.5
ORD114776,CUST8765,46.0,Female,Guntur,Electronics,Smartwatch,2,6229.0,20.0,Debit Card,2025-07-24,3.2,8.0,No,9966.4
ORD108736,CUST2508,35.0,Male,Mumbai,Fashion,Handbag,1,2175.28,0.0,Credit Card,2025-02-13,3.2,7.0,No,2175.28
ORD104289,CUST1608,26.0,Male,Hyderabad,Books,Biography,1,570.01,0.0,COD,2026-06-19,,7.0,No,570.01
ORD114655,CUST1563,44.0,Female,Warangal,Electronics,Smartphone,4,26208.99,25.0,COD,2026-11-02,3.9,4.0,Yes,78626.96
ORD114065,CUST1803,25.0,Male,Visakhapatnam,Fashion,T-Shirt,1,766.9,20.0,Net Banking,2026-05-01,4.9,3.0,No,613.52
ORD106148,CUST6053,27.0,Male,Pune,Fashion,Jeans,5,1762.5,5.0,UPI,2025-04-11,4.9,3.0,No,8371.86
ORD111424,CUST1376,18.0,Female,Vijayawada,Electronics,Headphones,2,3090.58,15.0,Wallet,2025-03-22,4.3,7.0,No,5253.98
ORD112660,CUST5288,28.0,Male,Kolkata,Electronics,Laptop,1,68451.57,10.0,Credit Card,2025-05-08,4.1,5.0,No,61606.41
ORD102702,CUST3278,38.0,Male,Vijayawada,Home & Kitchen,Mixer Grinder,1,3868.89,5.0,credit card,2025-07-23,3.7,2.0,No,3675.45
ORD106493,CUST7869,18.0,Male,Mumbai,Sports,Cricket Bat,1,2958.87,0.0,Credit Card,2026-12-10,4.7,3.0,No,2958.87
ORD109395,CUST8169,34.0,Female,Ahmedabad,Beauty,Makeup Kit,4,2295.78,0.0,Wallet,2026-02-21,2.7,4.0,No,9183.13
ORD112718,CUST6749,31.0,Male,Guntur,Beauty,Face Wash,2,471.3,25.0,UPI,2026-02-12,2.6,4.0,No,706.94
ORD105613,CUST7683,23.0,Female,Visakhapatnam,Fashion,T-Shirt,1,772.8,5.0,Credit Card,2025-07-05,3.1,7.0,No,734.16
ORD102035,CUST6330,47.0,Male,Ahmedabad,Electronics,Tablet,3,22747.51,15.0,UPI,2026-05-06,3.8,6.0,No,58006.14
ORD109124,CUST1239,29.0,Female,Bengaluru,Fashion,Jacket,2,2944.56,25.0,COD,2025-09-11,3.7,2.0,Yes,4416.85
ORD101023,CUST7722,28.0,Male,Chennai,Books,Exam Guide,2,642.5,15.0,COD,2026-11-19,3.8,5.0,No,1092.24
ORD106384,CUST1327,42.0,Female,Guntur,Beauty,Face Wash,2,550.78,10.0,Credit Card,2025-08-04,4.7,4.0,No,991.41
ORD100201,CUST4655,27.0,Female,Ahmedabad,Beauty,Perfume,3,1700.39,20.0,COD,2025-08-16,5.0,5.0,Yes,4080.92
ORD106330,CUST2725,43.0,Female,Vijayawada,Electronics,Laptop,1,54842.56,10.0,UPI,2025-01-25,3.5,4.0,No,49358.3
ORD113654,CUST5409,33.0,Male,Kolkata,Fashion,T-Shirt,1,814.65,5.0,Debit Card,2025-11-10,3.9,5.0,Yes,773.91
ORD100469,CUST7855,42.0,Male,Vijayawada,Electronics,Tablet,1,18821.04,5.0,Wallet,2026-11-07,,2.0,No,17879.99
ORD109259,CUST3066,22.0,Female,Chennai,Fashion,Shoes,1,2636.74,10.0,Net Banking,2025-03-20,2.9,5.0,Yes,2373.06
ORD109717,CUST1886,22.0,Male,Delhi,Fashion,Jacket,1,3250.52,5.0,,2025-09-07,4.2,3.0,No,3088.0
ORD111069,CUST2692,36.0,Male,Pune,Fashion,Jacket,2,2726.69,20.0,Wallet,2025-12-29,4.3,5.0,No,4362.71
ORD103892,CUST8744,21.0,Female,Bengaluru,Beauty,Makeup Kit,1,2757.32,0.0,UPI,2025-11-16,4.0,5.0,No,2757.32
ORD113201,CUST5831,18.0,Female,Visakhapatnam,Sports,Dumbbells,3,2548.91,10.0,COD,2025-02-05,4.1,4.0,No,6882.07
ORD104238,CUST4592,18.0,Male,Visakhapatnam,Sports,Dumbbells,4,2738.1,10.0,Wallet,2026-11-10,4.6,6.0,No,9857.14
ORD111943,CUST7237,28.0,Female,Ahmedabad,Electronics,Smartphone,1,22349.16,15.0,Wallet,2026-03-20,3.3,6.0,No,18996.78
ORD101922,CUST5946,24.0,Female,Kolkata,Fashion,Jacket,1,3402.07,5.0,,2026-07-14,3.8,2.0,No,3231.97
ORD109229,CUST7680,23.0,Other,Bengaluru,Beauty,Hair Dryer,1,1872.43,5.0,COD,2025-01-23,2.9,2.0,No,1778.81
ORD100281,CUST3102,31.0,Male,Guntur,Electronics,Smartwatch,1,6343.54,30.0,Wallet,2025-09-05,3.5,7.0,No,4440.48
ORD107239,CUST5839,45.0,Female,Mumbai,Home & Kitchen,Cookware Set,3,2713.82,15.0,Wallet,2025-06-09,3.6,3.0,No,6920.25
ORD101770,CUST2185,32.0,Female,Bengaluru,Sports,Running Shoes,2,3558.06,5.0,UPI,2025-12-17,1.8,6.0,No,6760.32
ORD112268,CUST8216,38.0,Male,Hyderabad,Electronics,Smartwatch,3,8009.11,10.0,UPI,2025-10-06,4.7,7.0,Yes,21624.61
ORD107953,CUST4633,38.0,Male,Ahmedabad,Sports,Running Shoes,2,3624.91,15.0,UPI,2025-09-22,3.8,5.0,No,6162.34
ORD109797,CUST7178,24.0,Male,Pune,Electronics,Smartwatch,2,7057.32,5.0,Credit Card,2025-06-09,4.1,5.0,No,13408.91
ORD102040,CUST2835,26.0,Female,Kolkata,Beauty,Makeup Kit,3,2677.22,20.0,UPI,2025-06-14,3.2,4.0,No,6425.34
ORD106476,CUST7704,39.0,Other,Pune,Electronics,Smartwatch,3,7377.96,10.0,COD,2025-09-10,3.6,1.0,No,19920.49
ORD100519,CUST3069,32.0,Female,Pune,Electronics,Tablet,2,22973.96,0.0,Debit Card,2025-01-20,4.1,3.0,No,45947.92
ORD100440,CUST6019,50.0,Male,Ahmedabad,Home & Kitchen,Bedsheet,2,1295.24,20.0,Wallet,2025-05-01,3.0,5.0,No,2072.38
ORD110506,CUST1401,35.0,Female,Chennai,Beauty,Perfume,1,1547.68,15.0,COD,2025-02-19,3.9,2.0,No,1315.53
ORD107182,CUST1702,46.0,Female,Bengaluru,Fashion,Jeans,2,1664.14,0.0,COD,2025-11-19,2.7,4.0,No,3328.28
ORD102862,CUST4745,48.0,Female,Guntur,Home & Kitchen,Air Fryer,1,6405.88,20.0,Net Banking,2025-12-26,3.2,3.0,No,5124.7
ORD104059,CUST6058,43.0,Female,Warangal,Fashion,Shoes,1,2770.15,5.0,Net Banking,2026-12-20,3.3,5.0,No,2631.64
ORD103323,CUST1609,29.0,Female,Mumbai,Beauty,Hair Dryer,1,2266.83,0.0,Net Banking,2025-08-22,3.8,5.0,No,2266.83
ORD113636,CUST7623,27.0,Male,Delhi,Electronics,Tablet,5,21130.97,,Credit Card,2026-08-16,4.2,4.0,No,105654.87
ORD110164,CUST5940,41.0,Female,Guntur,Home & Kitchen,Air Fryer,4,6398.06,0.0,Credit Card,2025-08-21,3.7,6.0,No,25592.24
ORD107866,CUST4522,31.0,Male,Delhi,Fashion,Shoes,1,2435.42,5.0,Debit Card,2025-07-06,3.2,2.0,Yes,2313.65
ORD112664,CUST4654,19.0,Male,Mumbai,Beauty,Face Wash,2,436.68,25.0,Credit Card,2026-09-14,3.0,3.0,No,655.03
ORD102451,CUST4356,27.0,Female,Pune,Beauty,Makeup Kit,2,2330.31,0.0,COD,2026-04-06,3.7,9.0,No,4660.62
ORD100028,CUST5249,18.0,Female,Chennai,Electronics,Smartwatch,1,7177.42,10.0,UPI,2026-04-24,3.9,1.0,No,6459.68
ORD109734,CUST8852,34.0,Female,Hyderabad,Electronics,Tablet,2,19036.35,10.0,Credit Card,2026-10-06,4.2,7.0,No,34265.43
ORD107029,CUST1953,,Male,Bengaluru,Home & Kitchen,Bedsheet,3,1703.29,10.0,Credit Card,2025-10-05,3.2,7.0,No,4598.88
ORD109746,CUST3725,35.0,Female,Delhi,Sports,Running Shoes,2,3979.73,5.0,UPI,2026-07-25,3.9,4.0,No,7561.48
ORD101007,CUST3543,29.0,Female,Pune,Books,Programming Book,3,857.79,10.0,UPI,2026-12-11,5.0,6.0,No,2316.04
ORD112434,CUST5723,44.0,male,Delhi,Books,Novel,1,525.71,10.0,Debit Card,2025-02-07,4.1,7.0,No,473.14
ORD111767,CUST3218,35.0,Female,Vijayawada,Home & Kitchen,Air Fryer,1,6596.63,15.0,Debit Card,2026-12-18,2.1,3.0,No,5607.14
ORD102158,CUST2158,36.0,Male,Vijayawada,Fashion,T-Shirt,2,980.83,10.0,Wallet,2025-11-17,4.1,6.0,No,1765.49
ORD108352,CUST4764,41.0,Female,Ahmedabad,Sports,Football,1,1147.4,5.0,Wallet,2025-01-31,4.3,4.0,No,1090.03
ORD102089,CUST3515,42.0,Female,Visakhapatnam,Beauty,Perfume,2,1545.56,20.0,Wallet,2026-07-17,3.0,7.0,No,2472.89
ORD112252,CUST5878,,Male,Chennai,Electronics,Tablet,2,24287.59,10.0,Net Banking,2026-03-30,4.6,3.0,No,43717.66
ORD102537,CUST3494,37.0,Male,Hyderabad,Beauty,Makeup Kit,1,2487.16,15.0,Credit Card,2026-02-20,3.4,5.0,No,2114.08
ORD111787,CUST6609,20.0,Female,Chennai,Home & Kitchen,Lamp,5,1287.36,10.0,Credit Card,2026-05-20,4.4,5.0,No,5793.11
ORD109972,CUST7197,23.0,Male,Hyderabad,Electronics,Headphones,1,2834.89,10.0,Wallet,2025-01-03,3.7,5.0,Yes,2551.4
ORD108654,CUST8518,45.0,Female,Guntur,Electronics,Tablet,2,18824.26,10.0,Debit Card,2025-12-24,3.9,5.0,Yes,33883.68
ORD113889,CUST8869,47.0,Male,Hyderabad,Beauty,Makeup Kit,2,2872.49,15.0,Net Banking,2025-03-15,4.7,4.0,No,4883.24
ORD110125,CUST6899,,Female,Guntur,Electronics,Smartwatch,1,7949.51,15.0,Net Banking,2026-08-23,5.0,4.0,No,6757.08
ORD107448,CUST1941,18.0,Female,Bengaluru,Fashion,Handbag,2,1876.89,10.0,COD,2026-12-27,4.9,6.0,No,3378.4
ORD103329,CUST5743,38.0,Male,Pune,Home & Kitchen,Mixer Grinder,2,3920.56,10.0,Credit Card,2025-11-08,3.6,5.0,No,7057.0
ORD104030,CUST1988,45.0,Female,Visakhapatnam,Books,Biography,1,610.42,0.0,Net Banking,2026-03-13,5.0,4.0,No,610.42
ORD102352,CUST7619,21.0,Female,Ahmedabad,Sports,Running Shoes,1,3494.36,15.0,COD,2025-04-27,3.4,5.0,No,2970.21
ORD111346,CUST1990,34.0,Female,Kolkata,Home & Kitchen,Lamp,3,1217.18,5.0,Net Banking,2025-04-30,2.9,3.0,No,3468.97
ORD102271,CUST4357,51.0,Female,Bengaluru,Home & Kitchen,Lamp,1,1358.96,10.0,Debit Card,2025-05-21,2.5,9.0,No,1223.06
ORD108167,CUST7697,31.0,Female,Hyderabad,Beauty,Perfume,3,1641.99,15.0,COD,2026-09-23,,6.0,No,4187.08
ORD105679,CUST8455,34.0,Male,Hyderabad,Beauty,Moisturizer,4,628.67,5.0,UPI,2026-01-14,4.1,8.0,No,2388.96
ORD106235,CUST8744,31.0,Female,Mumbai,Fashion,T-Shirt,3,972.62,5.0,Wallet,2025-08-17,3.3,4.0,No,2771.96
ORD113603,CUST8165,25.0,Female,Hyderabad,Fashion,Jacket,1,2897.17,5.0,Net Banking,2026-03-23,4.4,6.0,No,2752.31
ORD112716,CUST8586,18.0,Male,Pune,Fashion,Jacket,2,2574.4,15.0,Wallet,2025-01-17,4.1,3.0,No,4376.49
ORD113300,CUST1591,19.0,Male,Chennai,Beauty,Makeup Kit,2,2740.2,10.0,Credit Card,2025-04-17,4.4,5.0,No,4932.37
ORD101749,CUST1963,43.0,Female,Chennai,Home & Kitchen,Lamp,4,1224.3,10.0,Credit Card,2025-04-11,3.4,7.0,No,4407.46
ORD107856,CUST1430,38.0,Male,Kolkata,Sports,Running Shoes,2,3538.93,10.0,Credit Card,2026-04-18,3.3,4.0,No,6370.07
ORD112196,CUST7306,34.0,Female,Ahmedabad,Electronics,Headphones,2,3076.13,30.0,COD,2026-07-29,4.4,2.0,No,4306.59
ORD114014,CUST2117,46.0,Male,Ahmedabad,Books,Exam Guide,3,657.38,15.0,Debit Card,2025-11-15,3.0,7.0,No,1676.31
ORD106952,CUST6819,25.0,Female,Chennai,Books,Novel,1,536.0,10.0,Wallet,2026-10-09,2.8,3.0,No,482.4
ORD101587,CUST5834,18.0,female,Bengaluru,Fashion,T-Shirt,3,854.95,5.0,UPI,2025-12-09,4.7,4.0,No,2436.6
ORD112051,CUST8462,32.0,Female,Hyderabad,Home & Kitchen,Mixer Grinder,2,3960.69,5.0,Wallet,2026-08-10,3.5,4.0,No,7525.32
ORD110485,CUST6577,37.0,Female,Pune,Fashion,Shoes,2,2147.75,20.0,Credit Card,2026-10-20,3.3,6.0,No,3436.39
ORD108009,CUST7194,45.0,Male,Chennai,Sports,Cricket Bat,4,3211.78,0.0,Wallet,2026-02-06,4.2,5.0,No,12847.1
ORD111234,CUST2733,31.0,Female,Kolkata,Sports,Yoga Mat,1,873.88,10.0,Credit Card,2025-03-27,5.0,7.0,Yes,786.5
ORD110715,CUST8725,40.0,Male,Hyderabad,Home & Kitchen,Bedsheet,1,1491.24,0.0,Credit Card,2025-04-14,4.0,4.0,No,1491.24
ORD113975,CUST5305,27.0,Female,Kolkata,Electronics,Tablet,1,24499.89,10.0,COD,2025-08-25,3.8,5.0,No,22049.9
ORD101062,CUST3889,42.0,Female,Kolkata,Home & Kitchen,Lamp,3,1314.87,5.0,Net Banking,2025-08-30,2.6,6.0,Yes,3747.38
ORD101808,CUST2207,29.0,Female,Bengaluru,Fashion,Handbag,1,2464.11,25.0,Debit Card,2025-04-23,3.9,2.0,No,1848.09
ORD104401,CUST8083,18.0,Male,Delhi,Sports,Cricket Bat,5,2921.39,0.0,Debit Card,2025-03-30,3.8,4.0,No,14606.93
ORD107965,CUST1098,26.0,Male,Chennai,Electronics,Headphones,1,2994.76,5.0,UPI,2026-04-29,5.0,1.0,No,2845.02
ORD102155,CUST5779,33.0,Male,Hyderabad,Home & Kitchen,Lamp,2,1327.62,20.0,COD,2025-06-04,5.0,2.0,No,2124.2
ORD112412,CUST6981,38.0,Female,Ahmedabad,Beauty,Moisturizer,5,644.11,5.0,Debit Card,2026-08-16,3.9,5.0,No,3059.53
ORD108539,CUST5133,33.0,Other,Warangal,Electronics,Tablet,3,20027.26,20.0,Net Banking,2025-11-01,3.8,2.0,Yes,48065.42
ORD108146,CUST8222,18.0,Male,Bengaluru,Home & Kitchen,Lamp,1,1348.85,15.0,COD,2026-02-15,3.3,4.0,No,1146.52
ORD114955,CUST3980,32.0,Male,Bengaluru,Beauty,Moisturizer,1,740.29,15.0,Net Banking,2026-05-13,3.6,4.0,No,629.25
